WKT,name,description,Google Maps URL,Published,Updated
"POINT (6.234785 51.207792)",Outdoor-Kartbahn Niederkrüchten,{ "Address": "Raderberg 2, 41366 Schwalmtal, Germany", "Business Name": "Outdoor-Kartbahn Niederkrüchten", "Country Code": "DE", "Geo Coordinates": { "Latitude": "51.2077915", "Longitude": "6.2347854" } },http://maps.google.com/?cid=14826311600235947258,2021/05/08 01:18:36+00,2021/05/08 01:18:36+00
"POINT (6.24825 52.186806)",Karting Eefde & Outdoor Sport,{ "Address": "Elzerdijk 44, 7211 LT Eefde, Netherlands", "Business Name": "Karting Eefde & Outdoor Sport", "Geo Coordinates": { "Latitude": "52.1868057", "Longitude": "6.2482504" } },http://maps.google.com/?cid=12427260192931472890,2021/05/08 01:17:58+00,2021/05/08 01:17:58+00
"POINT (5.573202 51.738544)",Circuit Park Berghem,{ "Address": "Zevenbergseweg 45, 5351 PG Berghem, Netherlands", "Business Name": "Circuit Park Berghem", "Geo Coordinates": { "Latitude": "51.7385444", "Longitude": "5.5732021" } },http://maps.google.com/?cid=12268016595382185963,2021/05/08 01:17:22+00,2021/05/08 01:17:22+00
"POINT (5.25733 52.055194)",Kartcircuit Driebergen,{ "Address": "De Woerd 7, 3972 KD Driebergen-Rijsenburg, Netherlands", "Business Name": "Kartcircuit Driebergen", "Geo Coordinates": { "Latitude": "52.0551945", "Longitude": "5.2573301" } },http://maps.google.com/?cid=4238944039037046897,2021/05/08 01:16:59+00,2021/05/08 01:16:59+00
"POINT (4.345 51.073056)",Inkart nv,{ "Address": "Ooievaarsnest 33, 2870 Ruisbroek, Belgium", "Business Name": "Inkart nv", "Geo Coordinates": { "Latitude": "51.0730556", "Longitude": "4.3450000" } },http://maps.google.com/?cid=10222326369859865107,2021/05/08 01:13:04+00,2021/05/08 01:13:04+00
"POINT (0.402338 41.618296)",Circuit d'Alcarràs,{ "Address": "km, Av. de Valmanya, 13, 25180 Alcarràs, Lleida, Spain", "Business Name": "Circuit d'Alcarràs", "Country Code": "ES", "Geo Coordinates": { "Latitude": "41.6182964", "Longitude": "0.4023381" } },http://maps.google.com/?cid=1469119913479770213,2021/05/06 22:06:00+00,2021/05/06 22:06:00+00
"POINT (-8.447183 41.588834)",Circuito Vasco Sameiro,{ "Address": "R. da Capela 4 4700, Palmeira, Portugal", "Business Name": "Circuito Vasco Sameiro", "Geo Coordinates": { "Latitude": "41.5888335", "Longitude": "-8.4471830" } },http://maps.google.com/?cid=8730917859836637539,2021/05/06 22:04:47+00,2021/05/06 22:04:47+00
"POINT (106.857271 -6.536448)",Sentul International Circuit,{ "Address": "Jl. Sentul International Circuit No.Km.42, Kadumangu, Kec. Babakan Madang, Bogor, Jawa Barat 16810, Indonesia", "Business Name": "Sentul International Circuit", "Country Code": "ID", "Geo Coordinates": { "Latitude": "-6.5364484", "Longitude": "106.8572706" } },http://maps.google.com/?cid=13010359230004818715,2021/05/06 18:29:00+00,2021/05/06 18:29:00+00
"POINT (-13.876214 28.497553)",Fuerteventura Gran Karting,{ "Address": "Poligon Industrial risco Prieto, Calle Heneken, s\/n, 35600 Puerto del Rosario, Las Palmas, Spain", "Business Name": "Fuerteventura Gran Karting", "Geo Coordinates": { "Latitude": "28.4975528", "Longitude": "-13.8762139" } },http://maps.google.com/?cid=8336001746682670601,2021/05/06 18:27:47+00,2021/05/06 18:27:47+00
"POINT (-15.604156 27.775127)",Kart Racing,{ "Address": "Frente Aqualand, Carr. Palmitos Park, 35100 Maspalomas, Las Palmas, Spain", "Business Name": "Kart Racing", "Geo Coordinates": { "Latitude": "27.7751274", "Longitude": "-15.6041555" } },http://maps.google.com/?cid=16652694249706748156,2021/05/06 18:27:11+00,2021/05/06 18:27:11+00
"POINT (-16.348417 28.46648)",Karting La Esperanza,{ "Address": "Carretera General de La Esperanza, s\/n, 38206 San Cristóbal de La Laguna, Santa Cruz de Tenerife, Spain", "Business Name": "Karting La Esperanza", "Geo Coordinates": { "Latitude": "28.4664797", "Longitude": "-16.3484170" } },http://maps.google.com/?cid=18399292062185914622,2021/05/06 18:25:53+00,2021/05/06 18:25:53+00
